Rainfall,WindSpeed9am,Humidity9am,Pressure9am,Temp9am,rain_today_b,rain_tomorrow_b
0.2,9,99,1022.3,11.5,FALSE,FALSE
0.6,20,87,1021.1,14.3,FALSE,FALSE
0,24,63,1013.7,11.8,FALSE,TRUE
4.2,17,87,1020.6,10.5,TRUE,TRUE
8,17,86,1022.3,12.4,TRUE,FALSE
0,17,81,1016.4,10.7,FALSE,TRUE
3.8,31,81,1017.5,16.9,TRUE,TRUE
22.2,11,81,1023.9,13.1,TRUE,FALSE
0.2,17,96,1025.1,9.2,FALSE,FALSE
0,19,67,1032.3,8.5,FALSE,TRUE
4.8,17,92,1034.7,11.1,TRUE,TRUE
2,9,92,1033.3,9.9,TRUE,FALSE
0,9,96,1025.5,13.1,FALSE,FALSE
0,11,94,1025,13.6,FALSE,FALSE
0,2,68,1020.7,10.4,FALSE,FALSE
0,24,54,1021.1,10.8,FALSE,FALSE
0,22,64,1025.6,12.5,FALSE,FALSE
0,19,63,1020.6,12.8,FALSE,TRUE
11.8,24,73,1022.5,16.3,TRUE,FALSE
0,22,53,1019.1,12.4,FALSE,FALSE
0,15,54,1015.3,13.5,FALSE,FALSE
0,6,62,1013.4,16.1,FALSE,TRUE
0,15,39,1016.2,13.6,FALSE,FALSE
0,11,51,1015.8,12.4,FALSE,FALSE
0,20,55,1022.2,15.4,FALSE,FALSE
0,6,78,1034,16.9,FALSE,FALSE
0,6,60,1005.8,17.9,FALSE,FALSE
0,9,43,1007.4,21.3,FALSE,TRUE
2.2,17,41,1016.8,19.1,TRUE,FALSE
0,2,67,1014.3,18.4,FALSE,FALSE
0,19,65,1020.8,16,FALSE,FALSE
12.6,9,70,1014.5,14.6,TRUE,FALSE
0.2,24,39,1023.7,14.8,FALSE,FALSE
0,11,69,1019,18.6,FALSE,FALSE
0,15,66,1007.1,19.1,FALSE,TRUE
21.2,17,68,1019.1,17.5,TRUE,FALSE
0,28,53,1027.2,17.5,FALSE,FALSE
0,4,59,1024.2,18.5,FALSE,FALSE
8.4,19,85,1010.6,19.1,TRUE,FALSE
1,11,85,1012.5,19.1,FALSE,FALSE
0,6,63,1007.8,21.6,FALSE,TRUE
5,17,52,1015.8,18.9,TRUE,FALSE
0,13,58,1018.4,20.6,FALSE,FALSE
0,11,67,1008.2,20.6,FALSE,TRUE
0,11,57,1010.3,23.2,FALSE,FALSE
0,19,47,1004.5,26.6,FALSE,FALSE
0,11,60,1009.5,23.7,FALSE,FALSE
0,11,57,1022,22.9,FALSE,FALSE
0,15,59,1023.6,23.5,FALSE,FALSE
0,6,49,1008.4,28.5,FALSE,TRUE
1.6,24,96,1018,19,TRUE,TRUE
1.4,11,85,1019,21.2,TRUE,TRUE
0,9,65,1013.2,21.4,FALSE,FALSE
0,17,62,1014.8,23.8,FALSE,FALSE
0,17,33,1008.6,26.7,FALSE,FALSE
0,30,73,1018.1,20.2,FALSE,FALSE
0.6,15,95,1008.9,22.2,FALSE,FALSE
1,26,71,1016.6,24.2,FALSE,FALSE
0.6,15,92,1022.6,20.4,FALSE,FALSE
0,4,70,1026,22.5,FALSE,FALSE
0,9,72,1023.6,22.5,FALSE,FALSE
0,11,74,1018.4,20.8,FALSE,FALSE
0.4,7,93,1019.8,17.7,FALSE,TRUE
11,7,93,1022,20,TRUE,FALSE
0,9,93,1019.9,19.1,FALSE,FALSE
0,13,98,1017.6,17.8,FALSE,FALSE
0,9,78,1023.3,19.3,FALSE,FALSE
6.8,17,69,1019.3,18.9,TRUE,TRUE
9.2,13,77,1020.1,18.4,TRUE,TRUE
20,19,83,1019.2,17.4,TRUE,FALSE
7.2,7,87,1025.9,18.3,TRUE,FALSE
0,7,81,1019,17.1,FALSE,FALSE
1,15,86,1013.7,17.9,FALSE,TRUE
0,26,61,1022.2,11.9,FALSE,TRUE
14.4,15,80,1023.2,14.4,TRUE,TRUE
6.8,13,85,1029.6,16.2,TRUE,TRUE
12.4,9,100,1030.4,16.7,TRUE,FALSE
0.2,7,92,1029.4,14.3,FALSE,FALSE
0,15,78,1024.2,15.4,FALSE,FALSE
0,17,63,1024.4,18.5,FALSE,FALSE
0,20,79,1019.6,13.5,FALSE,FALSE
0,24,61,1024.4,13.6,FALSE,TRUE
1,19,73,1027.5,11.9,FALSE,TRUE
21.2,15,93,1029.7,13.8,TRUE,TRUE
2,19,91,1026.6,12,TRUE,FALSE
0,13,92,1017,10.9,FALSE,FALSE
0,48,44,1009.5,13.1,FALSE,FALSE
0,44,49,1015,14.8,FALSE,FALSE
0,26,59,1025.6,10.6,FALSE,FALSE
0,30,58,1015.6,10.5,FALSE,FALSE
0,28,57,1017.6,10.5,FALSE,FALSE
2,11,85,1026.4,12.1,TRUE,FALSE
0.2,13,91,1024.4,12.2,FALSE,FALSE
0.2,19,89,1025.5,10.5,FALSE,FALSE
0,28,51,1020.6,13.9,FALSE,FALSE
0,30,34,1019.9,17.2,FALSE,FALSE
0.2,7,85,1034.3,10.9,FALSE,FALSE
0,19,86,1032.3,11.6,FALSE,FALSE
0,17,78,1033,10.5,FALSE,FALSE
0.4,33,73,1004,13.2,FALSE,TRUE
21.8,33,76,1013.7,15.9,TRUE,TRUE
21.4,17,70,1023.8,13.1,TRUE,TRUE
7,2,97,1023,13.9,TRUE,TRUE
21.4,24,52,1023.2,18.4,TRUE,TRUE
0.2,17,78,1018.2,14.4,FALSE,FALSE
0,15,65,1010.5,14.4,FALSE,TRUE
3.6,39,45,1012,12.8,TRUE,FALSE
0.2,9,67,1020.1,16.4,FALSE,TRUE
6,9,91,1009.5,14.5,TRUE,FALSE
0,7,74,1019,17.8,FALSE,FALSE
0,13,68,1011,19.2,FALSE,FALSE
0.2,24,44,1013.6,18.3,FALSE,FALSE
0,13,45,1016.5,21.1,FALSE,FALSE
0,9,41,1015.3,24.3,FALSE,FALSE
0,43,29,1016.6,18.5,FALSE,FALSE
0,17,31,1009.1,25.2,FALSE,FALSE
0.4,31,87,1017.9,16.7,FALSE,TRUE
0,9,63,1008.5,22.9,FALSE,TRUE
0,11,70,1027.5,17.3,FALSE,FALSE
0,11,64,1013.4,20.8,FALSE,FALSE
0,11,37,1017.3,22.2,FALSE,FALSE
0,19,69,1023.8,19.6,FALSE,FALSE
0,11,62,1017.9,21.8,FALSE,TRUE
0,9,61,1018.1,21.7,FALSE,FALSE
0,20,61,1020,19.6,FALSE,FALSE
0.4,15,54,1019.6,20.2,FALSE,FALSE
0,17,62,1016.5,22,FALSE,FALSE
0,26,75,1021.7,20.7,FALSE,FALSE
12.4,20,83,1014.1,23.4,TRUE,TRUE
0,13,68,1019,21.1,FALSE,FALSE
3.2,13,83,1012.7,22.6,TRUE,FALSE
0,13,57,1013.8,28,FALSE,TRUE
6,17,77,1014.8,23.4,TRUE,FALSE
0,19,74,1015.1,23,FALSE,TRUE
0,19,57,1007,22.9,FALSE,FALSE
0,37,70,1005.5,22,FALSE,TRUE
0,15,60,1017.3,24.4,FALSE,TRUE
2.4,9,93,1016.1,19.4,TRUE,TRUE
2.4,9,82,1012.8,24.3,TRUE,FALSE
0,20,78,1014.5,22.8,FALSE,FALSE
0,17,78,1018.8,23.9,FALSE,FALSE
0,20,71,1020.2,25.6,FALSE,FALSE
0,15,58,1020.6,26.4,FALSE,FALSE
0.4,2,76,1010.7,22.9,FALSE,TRUE
3.4,19,75,1000.8,26.6,TRUE,FALSE
6.4,13,92,1012.2,19.9,TRUE,TRUE
33.2,13,96,1011.6,18.4,TRUE,TRUE
4.2,13,78,1014.5,21.6,TRUE,TRUE
43.2,28,57,1019.2,22.4,TRUE,FALSE
0,13,76,1015.6,19.1,FALSE,FALSE
1,20,81,1022.5,25.2,FALSE,FALSE
0,11,74,1024.1,25.3,FALSE,FALSE
0,9,71,1023.4,24.4,FALSE,FALSE
0,13,60,1017.3,23.8,FALSE,FALSE
0,19,65,1017.1,24.4,FALSE,FALSE
0,17,63,1018.8,24.4,FALSE,FALSE
0,6,70,1019.7,24,FALSE,FALSE
11.8,9,85,1016.4,23.9,TRUE,FALSE
0,7,87,1014.2,23,FALSE,FALSE
0,17,78,1015.1,23,FALSE,FALSE
0.2,9,76,1007.6,25,FALSE,TRUE
8.2,24,72,1017.5,21.8,TRUE,FALSE
0,9,83,1016.3,20.1,FALSE,FALSE
0.4,7,92,1013,21.6,FALSE,FALSE
0,13,79,1012.1,23.8,FALSE,FALSE
0,22,82,1016.7,24.5,FALSE,FALSE
0,2,89,1016.9,23.6,FALSE,FALSE
20,19,64,1009.1,20.6,TRUE,TRUE
8.2,13,59,1017.3,20.4,TRUE,FALSE
0,4,70,1015.9,19.2,FALSE,FALSE
0,7,84,1008.5,20.9,FALSE,FALSE
0,11,82,1012.2,22.2,FALSE,TRUE
4.8,11,74,1016.6,19.3,TRUE,FALSE
0,13,89,1023.9,19.7,FALSE,TRUE
11.8,7,88,1025.8,19.9,TRUE,TRUE
4.4,9,97,1025.2,19,TRUE,FALSE
48.4,13,80,1008.7,20.1,TRUE,TRUE
14.6,9,93,1008.3,16.6,TRUE,FALSE
0,41,57,1012.6,17.1,FALSE,FALSE
0.4,20,85,1018.6,17.7,FALSE,FALSE
0,15,69,1023,18.8,FALSE,FALSE
0,11,72,1023.7,18,FALSE,FALSE
0,13,76,1025.4,18,FALSE,FALSE
13,20,94,1021.7,14.2,TRUE,TRUE
0,33,66,1008.5,14.4,FALSE,FALSE
0.4,26,61,1019.1,16.3,FALSE,FALSE
0,17,61,1025.2,16.5,FALSE,TRUE
3,13,85,1029.8,15.8,TRUE,FALSE
0.4,11,86,1011,18.2,FALSE,FALSE
0,28,47,1015.3,16.8,FALSE,FALSE
0,26,43,1013.7,16.7,FALSE,FALSE
0,46,48,1010.5,18.5,FALSE,FALSE
0,28,53,1015.7,17.8,FALSE,FALSE
0,19,53,1015.9,15.2,FALSE,FALSE
31.6,15,80,1032.2,11.4,TRUE,FALSE
0,13,80,1032.6,12.5,FALSE,FALSE
0,19,81,1029.7,12.5,FALSE,FALSE
0,20,77,1025.5,14.1,FALSE,FALSE
2.2,33,58,1014.4,14.1,TRUE,FALSE
0,20,54,1024.1,9.1,FALSE,FALSE
0,22,63,1023.3,9.3,FALSE,FALSE
2.2,15,94,1030.3,10.4,TRUE,FALSE
0,9,85,1026.1,12.3,FALSE,FALSE
0,24,72,1021.9,14.1,FALSE,TRUE
2,11,89,1030,11.8,TRUE,TRUE
2.2,13,91,1027.7,13,TRUE,FALSE
0,13,73,1023.1,17.7,FALSE,TRUE
24.4,17,80,1028.8,9.6,TRUE,FALSE
0,13,94,1030.2,7.7,FALSE,FALSE
0,13,79,1027.8,10.3,FALSE,FALSE
0,7,77,1023.9,13.2,FALSE,FALSE
0.2,17,100,1029.7,8.8,FALSE,TRUE
2.4,13,84,1025.9,14.1,TRUE,FALSE
0,24,57,1020.1,10.6,FALSE,TRUE
6,13,81,1028,11.2,TRUE,TRUE
2.2,35,64,1012.9,12,TRUE,FALSE
0,13,58,1018.7,9.9,FALSE,FALSE
17.6,11,86,1034.1,12,TRUE,FALSE
0.2,13,97,1033.4,7.7,FALSE,FALSE
0,30,55,1033.2,9.1,FALSE,FALSE
0,20,68,1034.9,9,FALSE,FALSE
0,35,50,1016.6,12.4,FALSE,FALSE
0,13,61,1022.8,9.7,FALSE,FALSE
0,33,41,1016,9.6,FALSE,FALSE
0,17,79,1024.6,9.8,FALSE,FALSE
0,15,57,1019,12.5,FALSE,FALSE
0,11,45,1015.5,15.7,FALSE,FALSE
0,7,65,1008.6,11.7,FALSE,FALSE
2,9,81,1027.6,15.5,TRUE,FALSE
0,26,60,1018.6,13.5,FALSE,FALSE
0,20,56,1020.7,13.2,FALSE,FALSE
0,13,68,1026.9,11.9,FALSE,FALSE
26.4,4,97,1018.1,14.8,TRUE,TRUE
1.8,13,79,1015.8,16.6,TRUE,FALSE
0,31,61,1019.3,14.9,FALSE,FALSE
0,26,52,1020.3,12.9,FALSE,FALSE
0,17,53,1017.5,14.9,FALSE,FALSE
0.4,30,57,1016.5,13.2,FALSE,FALSE
0,17,51,1018.7,13.3,FALSE,TRUE
34.2,13,74,1020,15.8,TRUE,FALSE
0,28,40,1020.3,13.3,FALSE,FALSE
0,17,52,1022.9,15.2,FALSE,TRUE
0,11,67,1028.8,17.5,FALSE,FALSE
0,11,68,1026.4,17.8,FALSE,FALSE
0,11,58,1017.4,19.7,FALSE,FALSE
0,17,44,1017.8,18.3,FALSE,FALSE
45,13,72,1020.5,17,TRUE,FALSE
0.6,15,65,1016.7,17.7,FALSE,TRUE
2,30,81,1024.8,10.2,TRUE,TRUE
30.8,22,82,1023.8,14.5,TRUE,TRUE
1.2,20,62,1021.3,16.4,TRUE,FALSE
0,13,64,1020.1,16.6,FALSE,FALSE
0,20,70,1021.6,20.6,FALSE,FALSE
0,17,47,1024.8,21.7,FALSE,FALSE
0,13,42,1024,22.6,FALSE,FALSE
0,37,78,1028.1,20.4,FALSE,FALSE
0,17,72,1023.4,20,FALSE,TRUE
1.6,17,75,1017.8,20.3,TRUE,FALSE
0,22,84,1020.9,21.1,FALSE,FALSE
1.2,13,68,1026.3,22.4,TRUE,FALSE
0,11,67,1021.4,21.5,FALSE,FALSE
0,15,54,1014.7,24.7,FALSE,TRUE
0,19,59,1016.2,22.9,FALSE,TRUE
9.2,28,80,1023.9,17.6,TRUE,TRUE
1.8,11,45,1024.9,19,TRUE,FALSE
1,13,75,1012.3,22.8,FALSE,FALSE
0,15,89,1015.9,21.8,FALSE,TRUE
5,13,96,1016.8,19.4,TRUE,TRUE
11.4,22,83,1019.9,17.7,TRUE,TRUE
3.8,7,64,1021,19.7,TRUE,FALSE
0,9,73,1016.4,19.4,FALSE,FALSE
0,4,66,1020.4,22,FALSE,FALSE
35.4,20,73,1019.4,18.9,TRUE,FALSE
0,13,72,1020.2,18.1,FALSE,FALSE
0,19,54,1015.5,22.9,FALSE,FALSE
0,19,51,1019.3,21.4,FALSE,FALSE
0,13,69,1012.6,21.5,FALSE,FALSE
0,15,62,1017.5,23,FALSE,FALSE
0,11,66,1013.8,23,FALSE,FALSE
0,19,74,1012.4,22.1,FALSE,FALSE
0,13,62,1011.2,25.4,FALSE,FALSE
0.2,20,70,1014.2,23,FALSE,FALSE
0,9,70,1020.3,21.7,FALSE,FALSE
0,11,65,1020.8,23.1,FALSE,FALSE
0,9,64,1018.6,23.9,FALSE,FALSE
0.8,11,91,1015.8,23,FALSE,TRUE
0,11,64,1015.8,23.1,FALSE,FALSE
0,6,72,1014.9,24.2,FALSE,FALSE
0,9,76,1015,23.9,FALSE,TRUE
0,22,28,1014.5,31.9,FALSE,TRUE
30.2,22,89,1018.6,19.9,TRUE,TRUE
0,30,63,1022.6,19.2,FALSE,FALSE
0,24,48,1021.8,21.2,FALSE,FALSE
0,9,65,1019.8,20,FALSE,FALSE
0,24,73,1014,22.9,FALSE,TRUE
40.6,7,93,1015.8,19.8,TRUE,TRUE
25.2,35,92,1014.3,19.9,TRUE,TRUE
0,13,74,1014.4,24,FALSE,FALSE
0,7,61,1011.7,28.5,FALSE,FALSE
0,9,76,1019.8,23.8,FALSE,FALSE
2.8,15,93,1024.9,17.7,TRUE,TRUE
2.4,9,74,1020.6,21.6,TRUE,FALSE
0,9,78,1018.6,21.7,FALSE,FALSE
0,13,56,1014,25.7,FALSE,FALSE
0.2,13,64,1014,25.3,FALSE,FALSE
0,19,64,1017,24.7,FALSE,FALSE
0,19,69,1016.2,23.2,FALSE,TRUE
0,17,43,1004.8,26.7,FALSE,FALSE
0,15,48,1005.1,23.3,FALSE,FALSE
0,11,67,1006.3,21.8,FALSE,FALSE
0,2,70,1004,22.9,FALSE,TRUE
0.7,13,93,1018.5,21.2,FALSE,FALSE
0.2,24,67,1020,24,FALSE,FALSE
0,9,77,1016.6,22.6,FALSE,FALSE
0,13,69,1010.1,23.1,FALSE,FALSE
0,11,77,1011.6,25,FALSE,FALSE
0,11,67,1008.5,25.6,FALSE,TRUE
3,15,78,1010.9,20.6,TRUE,FALSE
0,11,77,1025.1,24.6,FALSE,FALSE
0,11,67,1021.5,24,FALSE,FALSE
0,17,71,1016.7,23.7,FALSE,FALSE
0,9,69,1018.4,24.1,FALSE,FALSE
0,6,82,1020.7,22.5,FALSE,FALSE
0,7,74,1021.9,23.2,FALSE,FALSE
0,11,64,1021.4,24.1,FALSE,FALSE
0,9,75,1022.1,23.4,FALSE,FALSE
0,17,64,1023,25.5,FALSE,FALSE
0,15,70,1022.1,25.1,FALSE,FALSE
0,13,64,1020,25,FALSE,FALSE
0,13,83,1016.4,23.3,FALSE,FALSE
0,15,76,1017.9,25.1,FALSE,TRUE
3,15,95,1018.8,20.2,TRUE,FALSE
18.4,15,91,1017.5,17.3,TRUE,TRUE
1.2,19,83,1017.2,17.3,TRUE,TRUE
3.6,19,73,1018.1,18.4,TRUE,FALSE
0,9,90,1017.5,19.5,FALSE,FALSE
0,13,78,1018.4,22,FALSE,FALSE
0,13,95,1017.2,21.4,FALSE,TRUE
13.6,15,73,1015.6,18.9,TRUE,FALSE
0,15,71,1022.3,22.9,FALSE,FALSE
0,15,61,1020.4,23.5,FALSE,FALSE
0,13,57,1017.5,24.4,FALSE,FALSE
0,15,51,1017.9,21.4,FALSE,FALSE
0,19,57,1022.1,22.8,FALSE,TRUE
0,11,87,1021.3,18.8,FALSE,TRUE
0.2,15,84,1021.9,19.5,FALSE,FALSE
0,11,96,1024.4,18.3,FALSE,FALSE
23.4,28,57,1028.4,20.7,TRUE,FALSE
0,11,74,1031.1,17.6,FALSE,FALSE
0,9,82,1030.2,19,FALSE,FALSE
0,6,68,1019.7,14.4,FALSE,TRUE
3.6,4,80,1012.4,17.5,TRUE,TRUE
3.6,6,82,1009.5,15.4,TRUE,TRUE
39.8,30,62,1005.5,13.5,TRUE,TRUE
2.8,20,68,1018.3,11.1,TRUE,FALSE
0,20,70,1023.8,10.9,FALSE,FALSE
0.2,19,63,1024.6,12.4,FALSE,FALSE
0,11,65,1026.2,12.1,FALSE,FALSE
0,19,70,1026.1,14.1,FALSE,TRUE
16.2,7,82,1024.1,13.3,TRUE,FALSE
0,6,74,1024.4,14.6,FALSE,FALSE
0.2,2,54,1023.8,16.8,FALSE,FALSE
0,6,62,1022,17,FALSE,FALSE
0,7,67,1017.3,19.7,FALSE,FALSE
0,6,45,1018.2,18.7,FALSE,FALSE
0,7,70,1017.9,19.1,FALSE,FALSE
0,6,72,1014.4,20.2,FALSE,TRUE
1.2,6,59,1016.4,20.1,TRUE,FALSE
0.6,4,60,1017.1,20.2,FALSE,FALSE
0,2,61,1018.5,22.8,FALSE,FALSE
0,2,60,1012.4,22.2,FALSE,FALSE
0.4,6,88,1010.7,16.5,FALSE,TRUE
25.8,13,91,1014,14,TRUE,FALSE
0.4,6,74,1020.7,17.8,FALSE,FALSE
0,9,85,1022.4,16.8,FALSE,FALSE
0,6,65,1019.7,19.8,FALSE,FALSE
0.2,20,70,1021,16.5,FALSE,FALSE
0,6,61,1019.2,18.8,FALSE,FALSE
0,7,69,1019,18.9,FALSE,FALSE
0.4,6,83,1017.2,17.3,FALSE,TRUE
22.6,6,82,1015,17,TRUE,TRUE
4.2,6,66,1013.9,16.7,TRUE,FALSE
0.2,13,72,1007.9,20.5,FALSE,TRUE
6.6,20,74,1007.3,18.8,TRUE,FALSE
0,11,69,1015,18.6,FALSE,FALSE
0,13,78,1018.8,18.6,FALSE,FALSE
0,6,70,1014.5,21.5,FALSE,TRUE
4,7,76,1014.8,18,TRUE,FALSE
0,9,78,1010.8,20.6,FALSE,FALSE
0,11,58,1011.7,19.3,FALSE,FALSE
0.6,9,60,1018,13.8,FALSE,FALSE
0,15,66,1021.1,15.7,FALSE,FALSE
0,22,70,1021.9,15.8,FALSE,FALSE
0,6,63,1018.1,15.8,FALSE,FALSE
0,2,63,1012.6,17.4,FALSE,TRUE
5.4,6,93,1010.1,16.6,TRUE,TRUE
1.4,13,59,1017.6,15.3,TRUE,FALSE
0,13,61,1020.6,15.3,FALSE,FALSE
0,7,72,1018,16.1,FALSE,TRUE
3.4,4,97,1015.8,15.3,TRUE,TRUE
6.4,6,81,1012.9,21,TRUE,TRUE
11,41,92,996.5,20.6,TRUE,TRUE
17.4,9,59,1009.5,14.9,TRUE,FALSE
0,7,69,1012.8,15,FALSE,TRUE
3.4,11,67,1020.4,12.4,TRUE,FALSE
0,6,63,1023.2,15.3,FALSE,FALSE
0,7,68,1017.3,19.8,FALSE,TRUE
14.4,6,73,1016.8,18.3,TRUE,FALSE
0,6,65,1017.1,21.5,FALSE,FALSE
0,6,55,1017.4,23.4,FALSE,FALSE
0,7,44,1019.2,21.9,FALSE,FALSE
0,2,50,1015.8,21.9,FALSE,FALSE
0,2,43,1012.6,23,FALSE,FALSE
0,20,69,1016.8,19.2,FALSE,FALSE
0,24,56,1016.2,20.3,FALSE,FALSE
0,7,69,1011.8,18.6,FALSE,FALSE
0,6,77,1006.6,18.9,FALSE,FALSE
0,11,60,1012.3,20.8,FALSE,FALSE
0,7,77,1015.7,18.1,FALSE,FALSE
0,13,74,1018.5,19.3,FALSE,FALSE
0,6,64,1017.8,21.3,FALSE,FALSE
0,6,56,1011.8,24.7,FALSE,FALSE
0,4,61,1007.6,23.6,FALSE,TRUE
2,6,65,1004,23,TRUE,FALSE
0,13,70,1012.3,17,FALSE,FALSE
0,7,70,1014.2,18,FALSE,FALSE
0,15,58,1008.5,24.5,FALSE,TRUE
4.8,20,62,1016.8,17.1,TRUE,FALSE
0,17,63,1017.5,17.8,FALSE,TRUE
18.8,9,92,1008.7,18,TRUE,TRUE
12.2,19,80,1004.9,19.4,TRUE,FALSE
0.8,17,73,1011.4,17.4,FALSE,FALSE
0,11,55,1018.7,14.7,FALSE,FALSE
0,7,60,1021.6,16.2,FALSE,FALSE
0,6,64,1021.3,17,FALSE,FALSE
0,9,67,1020.1,17.6,FALSE,FALSE
0,4,70,1016.5,18.3,FALSE,FALSE
0,4,71,1013.1,19.7,FALSE,FALSE
0,4,60,1013.9,22.4,FALSE,FALSE
0,6,72,1017.4,19.8,FALSE,FALSE
0,6,68,1018,22.2,FALSE,TRUE
5.2,13,66,1014.6,21.4,TRUE,TRUE
2.2,11,73,1018.9,16.5,TRUE,FALSE
0,7,71,1018.2,19.1,FALSE,FALSE
0,9,67,1016.7,21.7,FALSE,TRUE
1.8,7,92,1014.4,18.5,TRUE,TRUE
9,7,88,1010,18.4,TRUE,FALSE
1,6,77,1002.1,18.7,FALSE,FALSE
0,11,76,999.4,17.9,FALSE,TRUE
16.2,7,75,1007.6,13.6,TRUE,FALSE
0,15,65,1007.7,13.8,FALSE,FALSE
0,17,66,1013.6,14,FALSE,FALSE
0,7,74,1016.1,14.6,FALSE,TRUE
4.4,9,95,1010.8,15.8,TRUE,TRUE
11,13,81,1010,16.3,TRUE,FALSE
0.2,11,63,1017.5,13.7,FALSE,FALSE
0,7,69,1020.2,15,FALSE,FALSE
0,7,71,1022.9,15.3,FALSE,FALSE
0,9,64,1025.2,15.4,FALSE,FALSE
0,7,72,1021.3,17.2,FALSE,FALSE
0,6,69,1017.6,16.9,FALSE,FALSE
0,2,78,1012.2,17.4,FALSE,TRUE
1.8,4,88,1011.8,17.5,TRUE,TRUE
0,20,57,1007.4,15.7,FALSE,FALSE
0,15,54,1007.9,15.1,FALSE,FALSE
0,9,70,1016.4,15.8,FALSE,FALSE
0,4,74,1017.6,17.4,FALSE,FALSE
0,13,74,1010,15.7,FALSE,TRUE
10.4,24,58,1015.5,10.6,TRUE,FALSE
0,15,60,1020.8,11.7,FALSE,FALSE
0,7,65,1026.3,12.2,FALSE,FALSE
0,6,78,1025.4,13.8,FALSE,FALSE
0,6,72,1021.1,15.6,FALSE,FALSE
0,7,69,1025.5,15.7,FALSE,FALSE
0,6,76,1023.9,17.4,FALSE,FALSE
3,6,79,1024.7,14,TRUE,FALSE
0,7,66,1024.8,17.8,FALSE,FALSE
0,6,74,1024.9,17.2,FALSE,FALSE
0,11,50,1022.8,20.2,FALSE,FALSE
0.2,6,80,1021.6,17.5,FALSE,FALSE
0,7,91,1020.9,16.1,FALSE,FALSE
0,9,57,1022.6,17.9,FALSE,FALSE
0,7,47,1022.5,21.4,FALSE,FALSE
0,4,44,1024.3,18.2,FALSE,FALSE
0,9,73,1024.3,17.7,FALSE,FALSE
0,4,59,1022.1,19.7,FALSE,FALSE
0,9,77,1017.4,13.3,FALSE,FALSE
0,6,71,1023.6,14,FALSE,FALSE
0,6,76,1023.2,15.5,FALSE,FALSE
0.6,6,89,1018.7,17.1,FALSE,TRUE
6.4,11,94,1010.2,16.4,TRUE,TRUE
19.8,17,76,1007.9,15.1,TRUE,FALSE
0,7,80,1014.8,8.4,FALSE,FALSE
0,7,78,1017.4,9.2,FALSE,FALSE
0,9,90,1015.1,8.8,FALSE,FALSE
0,6,60,1011.2,11.2,FALSE,FALSE
0,19,54,1012.7,13.1,FALSE,FALSE
0,7,72,1023.9,8.7,FALSE,FALSE
0,2,90,1018,9.5,FALSE,TRUE
2.6,26,68,1010.3,9.1,TRUE,FALSE
0,6,77,1021.2,5.2,FALSE,FALSE
0,7,76,1025.2,8.2,FALSE,FALSE
0,7,70,1028,12.9,FALSE,FALSE
0,11,66,1027.8,14.9,FALSE,FALSE
0,15,68,1028.2,13.8,FALSE,FALSE
0,9,69,1025.7,14.3,FALSE,FALSE
0,4,82,1023.1,14,FALSE,FALSE
0,2,72,1021,12.7,FALSE,FALSE
0,6,75,1019.2,11.5,FALSE,TRUE
2,13,96,1018.4,10.7,TRUE,TRUE
5.2,9,70,1020.8,12.4,TRUE,FALSE
0,7,66,1027.2,12.3,FALSE,FALSE
0,9,65,1027.9,12.6,FALSE,FALSE
0,7,77,1027.2,12,FALSE,FALSE
0,17,58,1027.3,14,FALSE,FALSE
0,13,69,1029.5,13.6,FALSE,FALSE
0,11,66,1028.2,13.5,FALSE,FALSE
0,9,77,1024.8,10.6,FALSE,FALSE
0,13,79,1025.8,12.5,FALSE,FALSE
0,7,82,1023.7,9.2,FALSE,FALSE
0.2,2,99,1011.9,7.9,FALSE,FALSE
0,26,68,1003.2,14.4,FALSE,TRUE
7.2,26,75,1006.3,7.1,TRUE,FALSE
0,2,80,1024.2,5.3,FALSE,FALSE
0,6,67,1020.6,10.5,FALSE,FALSE
0,6,81,1020,8.7,FALSE,FALSE
0,6,74,1020.8,7.4,FALSE,FALSE
0,2,76,1022.7,6.2,FALSE,FALSE
0,2,76,1019.8,7.7,FALSE,FALSE
0,7,70,1018,12.5,FALSE,FALSE
0,17,73,1015.8,12.4,FALSE,FALSE
0,2,78,1023.2,7.6,FALSE,FALSE
0,2,80,1023.2,8.4,FALSE,FALSE
0,6,80,1024.4,13.5,FALSE,FALSE
0,7,87,1024.7,7.9,FALSE,FALSE
0,2,80,1023.5,6.8,FALSE,TRUE
1.8,9,88,1017.7,10,TRUE,FALSE
1,30,68,1006.3,11.3,FALSE,FALSE
0.8,13,71,1008.4,7.9,FALSE,FALSE
0,6,99,1021.9,3.8,FALSE,FALSE
0,2,81,1024.5,8,FALSE,FALSE
0,7,74,1030.4,5.9,FALSE,FALSE
0,11,81,1028.5,5.3,FALSE,FALSE
0,6,74,1026.7,6.5,FALSE,FALSE
0,6,81,1025.5,6.2,FALSE,TRUE
3.8,6,99,1026.6,7,TRUE,TRUE
0.2,7,92,1032.1,5.5,FALSE,FALSE
0,6,85,1030.3,9.9,FALSE,FALSE
0.8,9,99,1028.5,12.1,FALSE,TRUE
3.8,9,78,1028.2,11.5,TRUE,FALSE
0,6,84,1025.9,10.3,FALSE,FALSE
0,11,74,1025.2,9.6,FALSE,FALSE
0,4,86,1027.6,4.9,FALSE,FALSE
0,6,76,1034.3,7.9,FALSE,FALSE
